toy	0	0.033344891354600094	0.03646359959555106	0.963536400404449
toy	1	0.03207350901525659	0.03509548501327937	0.9649045149867206
toy	2	0.034963014331946374	0.038076656806595756	0.9619233431934042
toy	3	0.03444290337494221	0.03764289774521569	0.9623571022547843
toy	4	0.03392279241793805	0.0369647355163728	0.9630352644836272
toy	5	0.03467406380027739	0.03780480120975364	0.9621951987902464
toy	6	0.034905224225612576	0.038064028232921605	0.9619359717670783
D6	0	0.9016990291262136	0.9040500608378238	0.09594993916217626
D6	1	0.9012367082755433	0.9039531648504521	0.09604683514954789
D6	2	0.9066111881645862	0.9089750275218726	0.09102497247812735
D6	3	0.9034905224225612	0.9057937427578215	0.09420625724217845
D6	4	0.904126213592233	0.9067462617364089	0.09325373826359105
D6	5	0.9059754969949144	0.9089169758812616	0.0910830241187384
D6	6	0.9030282015718909	0.9055401019935095	0.09445989800649049
